"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
45188,"LegacyPollen_1.0","MAI","MAI","MAI","10.21233/28zd-fk74","","Neotoma (last access: 1 April 2021)",26052,"El Maíllo mire","El Maillo mire",40.54667,-6.20972,1100,"Europe","Peat","Raw",109,"AWI",9,-41,10683,99.3,10724,"Mire. Physiography: In River del Maillo valley. Surrounding vegetation: Erica erb.&aust. with B. pubscens, Salix.","2009-03-01 00:00:00","Morales-Molino, C., Garcia-Anton, M., Postigo-Mijarra, J.M. and Morla, C., 2013. Holocene vegetation, fire and climate interactions on the westernmost fringe of the Mediterranean Basin. Quaternary Science Reviews, 59, pp.5-17.","https://doi.org/10.1016/j.quascirev.2012.10.027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.49540849362,"FIXED_100",NA
45190,"LegacyPollen_1.0","XL","XL","XL","10.21233/c52w-kn70","","Neotoma (last access: 1 April 2021)",26053,"Xan de Llamas","Xan de Llamas",42.30417,-6.32139,1500,"Europe","Peat","Raw",33,"AWI",5,103,4401,134.3,4298,"Vast Shagnum peat bog. Physiography: Small depression in mountain. Surrounding vegetation: Deforestated, heathland.",NA,"Morales-Molino, C., Anton, M.G. and Morla, C., 2011. Late Holocene vegetation dynamics on an Atlantic-Mediterranean mountain in NW Iberia. Palaeogeography, Palaeoclimatology, Palaeoecology, 302(3-4), pp.323-337.","https://doi.org/10.1016/j.palaeo.2011.01.020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31415.9265358979,"FIXED_100",NA
45192,"LegacyPollen_1.0","AYOO","AYOO","AYOO","10.21233/q9wh-hq41","","Neotoma (last access: 1 April 2021)",26054,"Ayoó de Vidriales","Ayoo de Vidriales",42.12611,-6.07028,780,"Europe","Peat","Raw",79,"AWI",12,-39,18726,240.6,18765,"Small mire. Physiography: Hallow in northern Iberian Plateau. Surrounding vegetation: Cultivated fields.","2009-03-01 00:00:00","Morales-Molino, C. and Garcia-Anton, M., 2014. Vegetation and fire history since the last glacial maximum in an inland area of the western Mediterranean Basin (Northern Iberian Plateau, NW Spain). Quaternary Research, 81(1), pp.63-77.","https://doi.org/10.1016/j.yqres.2013.10.010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20106.1929829747,"FIXED_100",NA
45202,"LegacyPollen_1.0","TANKHILL","TANKHILL","TANKHILL","10.21233/ch0p-9286","","Neotoma (last access: 1 April 2021)",26059,"Tank Hill Road","Tank Hill Road",51.49194,0.234167,2,"Europe","Peat","Raw",30,"AWI",6,3443,4164,24.9,721,"Bog. Physiography: On River Thames ridge. Surrounding vegetation: Bog and urban area.",NA,"Waller, M. and Grant, M.J., 2012. Holocene pollen assemblages from coastal wetlands: differentiating natural and anthropogenic causes of change in the Thames estuary, UK. Journal of Quaternary Science, 27(5), pp.461-474.","https://doi.org/10.1002/jqs.1570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327322.89614169,"FIXED_100",NA
45204,"LegacyPollen_1.0","FERRYLAN","FERRYLAN","FERRYLAN","10.21233/tx0m-hk41","","Neotoma (last access: 1 April 2021)",26060,"Ferry Lane","Ferry Lane",51.51194,0.194444,2,"Europe","Peat","Raw",29,"AWI",4,2724,3860,40.6,1136,"Bog. Physiography: On River Thames ridge. Surrounding vegetation: Bog and urban area.",NA,"Waller, M. and Grant, M.J., 2012. Holocene pollen assemblages from coastal wetlands: differentiating natural and anthropogenic causes of change in the Thames estuary, UK. Journal of Quaternary Science, 27(5), pp.461-474.","https://doi.org/10.1002/jqs.1570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767145.86764426,"FIXED_100",NA
45219,"LegacyPollen_1.0","MALHAMTM","MALHAMTM","MALHAMTM","10.21233/pwgs-4g85","","Neotoma (last access: 1 April 2021)",26066,"Malham Tarn","Malham Tarn",54.09639,-2.16361,377,"Europe","Lake","Raw",42,"AWI",9,12,4298,104.5,4286,"Lake. Physiography: Depression. Surrounding vegetation: Bog and herb.",NA,"Brown, A.D., 2006. Late-Holocene palaeoclimates: cross-validation of multiple proxies from lake and bog archives in Northern England. Doctoral dissertation. University of Southampton, Southampton, United Kingdom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598293.2,"GIS","l, LW, L1,"
45221,"LegacyPollen_1.0","GLENWEST","GLENWEST","GLENWEST","10.21233/t3tp-6180","","Neotoma (last access: 1 April 2021)",26067,"Glen West","Glen West",54.41667,-8.03333,90,"Europe","Peat","Raw",34,"AWI",8,2471,3303,25.2,832,"Raised bog. Physiography: Peatland. Surrounding vegetation: Dryland and cultivated fields.",NA,"Plunkett, G., 2009. Land-use patterns and cultural change in the Middle to Late Bronze Age in Ireland: inferences from pollen records. Vegetation history and archaeobotany, 18(4), pp.273-295.","https://doi.org/10.1007/s00334-008-0206-2","Plunkett, G.M., Pilcher, J.R., McCormac, F.G. and Hall, V.A., 2004. New dates for first millennium BC tephra isochrones in Ireland. The Holocene, 14(5), pp.780-786.","https://doi.org/10.1191/0959683604hl757rr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495712.2623741,"FIXED_100",NA
45223,"LegacyPollen_1.0","BALLYNAH","BALLYNAH","BALLYNAH","10.21233/064r-zv51","","Neotoma (last access: 1 April 2021)",26068,"Ballynahatty bog","Ballynahatty bog",54.54417,-5.95306,36,"Europe","Peat","Raw",75,"AWI",7,2603,11874,125.3,9271,"Small lake in fen peatland. Physiography: Plateau. Surrounding vegetation: Fen vegetation and pasture.",NA,"Plunkett, G., Carroll, F., Hartwell, B., Whitehouse, N.J. and Reimer, P.J., 2008. Vegetation history at the multi-period prehistoric complex at Ballynahatty, Co. Down, Northern Ireland. Journal of Archaeological Science, 35(1), pp.181-190.","https://doi.org/10.1016/j.jas.2007.03.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.49540849362,"FIXED_100",NA
45281,"LegacyPollen_1.0","LEZERUL","LEZERUL","LEZERUL","10.21233/ny4b-e654","","Neotoma (last access: 1 April 2021)",26105,"Lezerul calimani","Lezerul calimani",47.1125,25.27361,1650,"Europe","Lake","Raw",84,"AWI",9,964,19866,227.7,18902,"Small lake surrounded by marshes. Physiography: Depression in basaltic bedrock. Surrounding vegetation: Marshes in woodland, pastoralisme around. Vegetation formation: Subalpine.","1994-01-01 00:00:00","Farcas, S., de Beaulieu, J.L., Reille, M., Coldea, G., Diaconeasa, B., Goeury, C., Goslar, T. and Jull, T., 1999. First 14C datings of Late Glacial and Holocene pollen sequences from Romanian Carpathes. Comptes Rendus de l'Academie des Sciences-Series III-Sciences de la Vie, 322(9), pp.799-807.","https://doi.org/10.1016/S0764-4469(00)80039-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,NA,"no lake close to publication coordinates"
45298,"LegacyPollen_1.0","CAPATANA","CAPATANA","CAPATANA","10.21233/8sy1-mp41","","Neotoma (last access: 1 April 2021)",26111,"Capatana","Capatana",46.46611,23.13639,1220,"Europe","Peat","Raw",87,"AWI",7,241,7184,80.7,6943,"Peat bog. Physiography: Mountain area. Surrounding vegetation: Eriophoro vaginati-Sphagnum recurvi. Vegetation formation: Hieracio rotundati Piceetum.","1993-08-10 00:00:00","Farcas, S., Lupsa, V., Tantau, I. and Bodnariuc, A., 2003. Reflectarea procesului de antropizare in diagramele sporo-polinice din Muntii Apuseni. Environment and Progress, Cluj-Napoca, pp.231-236 (in Romanian)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,"FIXED_100",NA
45311,"LegacyPollen_1.0","KILOVUO","KILOVUO","KILOVUO","10.21233/mks1-mt36","","Neotoma (last access: 1 April 2021)",26117,"Vuoskkujávri","Vuoskkujavri",68.34556,19.1,348,"Europe","Lake","Raw",67,"AWI",10,-40,10302,156.7,10342,"Lake. Physiography: Hillslopes valley. Surrounding vegetation: Birch forest and shrubs. Vegetation formation: North-boreal.","1994-07-27 00:00:00","Bigler, C., Larocque, I., Peglar, S.M., Birks, H.J.B. and Hall, R.I., 2002. Quantitative multiproxy assessment of long-term patterns of Holocene environmental change from a small lake near Abisko, northern Sweden. The Holocene, 12(4), pp.481-496.","https://doi.org/10.1191/0959683602hl559rp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689584.6,"GIS","l, LW, L1,"
45314,"LegacyPollen_1.0","KILOALA","KILOALA","KILOALA","10.21233/sb36-c222","","Neotoma (last access: 1 April 2021)",26119,"Alanen Laanijärvi","Alanen Laanijarvi",67.96611,20.46028,380,"Europe","Lake","Raw",56,"AWI",6,17,8685,157.6,8668,"Lake. Physiography: Valley. Surrounding vegetation: Shrubs, herbs. Vegetation formation: North-Boreal.","1994-07-28 00:00:00","Heinrichs, M.L., Peglar, S.M., Bigler, C. and Birks, H.J.B., 2005. A multi-proxy palaeoecological study of Alanen Laanijarvi, a boreal-forest lake in Swedish Lapland. Boreas, 34(2), pp.192-206.","https://doi.org/10.1111/j.1502-3885.2005.tb01015.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102049.5,"GIS","l, GE, L2,"
45316,"LegacyPollen_1.0","DS7","DS7","DS7","10.21233/d7f2-p170","","Neotoma (last access: 1 April 2021)",26120,"Dead Sea 7","Dead Sea 7",31.49111,35.42972,-415,"Europe","Lake","Raw",56,"AWI",4,-44.5,2937,54.2,2981.5,"Off-shore site. Physiography: Tectonic basin. Surrounding vegetation: Cultivated fields,forest, dry vegetation.",NA,"Leroy, S.A., 2010. Pollen analysis of core DS7-1SC (Dead Sea) showing intertwined effects of climatic change and human activities in the Late Holocene. Journal of Archaeological Science, 37(2), pp.306-316.","https://doi.org/10.1016/j.jas.2009.09.042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43e+08,"GIS","l, LW, L2, Better to classify as ocean like Dataset_ID 45113?"
45322,"LegacyPollen_1.0","LPBC","LPBC","LPBC","10.21233/1gmy-d414","","Neotoma (last access: 1 April 2021)",26121,"Lago Preola","Lago Preola",37.62,12.64,6,"Europe","Lake","Raw",65,"AWI",4,-46,10366,162.7,10412,"Lake. Physiography: Chain of karstic depressions. Surrounding vegetation: Cultivated fields.","2008-06-01 00:00:00","Calo, C., E. Vescovi, T. La Mantia, S. Pasta, and W. Tinner, editors., 2010. Internal report WWWIV International Moor Excursion 2010 - Sicily and Pantelleria, 12-19 September 2010. Excursion Guide, University of Bern, Bern, Switzerland.",NA,"Calo, C., Henne, P.D., Curry, B., Magny, M., Vescovi, E., La Mantia, T., Pasta, S., Vanniere, B. and Tinner, W., 2012. Spatio-temporal patterns of Holocene environmental change in southern Sicily. Palaeogeography, Palaeoclimatology, Palaeoecology, 323, pp.110-122.","https://doi.org/10.1016/j.palaeo.2012.01.038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258712.9,"GIS","l, GE, L2,"
45324,"LegacyPollen_1.0","GORGOBAS","GORGOBAS","GORGOBAS","10.21233/rj4f-fn81","","Neotoma (last access: 1 April 2021)",23928,"Gorgo Basso","Gorgo Basso",37.60866,12.65464,6,"Europe","Lake","Raw",87,"AWI",11,-63,10276,120.2,10339,"Lake. Physiography: Chain of karstic depressions. Surrounding vegetation: Cultivated fields.","2004-06-01 00:00:00","Calo, C., Henne, P.D., Curry, B., Magny, M., Vescovi, E., La Mantia, T., Pasta, S., Vanniere, B. and Tinner, W., 2012. Spatio-temporal patterns of Holocene environmental change in southern Sicily. Palaeogeography, Palaeoclimatology, Palaeoecology, 323, pp.110-122.","https://doi.org/10.1016/j.palaeo.2012.01.038","Tinner, W., van Leeuwen, J.F., Colombaroli, D., Vescovi, E., van der Knaap, W.O., Henne, P.D., Pasta, S., D'Angelo, S. and La Mantia, T., 2009. Holocene environmental and climatic changes at Gorgo Basso, a coastal lake in southern Sicily, Italy. Quaternary Science Reviews, 28(15-16), pp.1498-1510.","https://doi.org/10.1016/j.quascirev.2009.02.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22016.63,"Google Earth","Chenhzi: publication. Lake shapes: ? Pin 1 km away from several small lakes"
45329,"LegacyPollen_1.0","OTTMOR","OTTMOR","OTTMOR","10.21233/bkyg-et47","","Neotoma (last access: 1 April 2021)",26123,"Morttjern","Morttjern",59.05972,11.61778,227,"Europe","Lake","Raw",67,"AWI",8,-42,11185,170.1,11227,"Lake. Physiography: Plateau. Surrounding vegetation: Forest and bogs. Vegetation formation: Boreo-nemoral.","1999-08-12 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13082.9,"GIS","l, GE, L2,"
45331,"LegacyPollen_1.0","OTTSTO","OTTSTO","OTTSTO","10.21233/9qac-3n20","","Neotoma (last access: 1 April 2021)",26124,"Storsandvatnet","Storsandvatnet",63.4575,8.454444,106,"Europe","Lake","Raw",82,"AWI",10,-43,14144,175.1,14187,"Lake. Physiography: Hilly area. Surrounding vegetation: Shrubs. Vegetation formation: Coastal.","2001-08-19 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164556.4,"GIS","l, LW, L1,"
45343,"LegacyPollen_1.0","OTTSVA","OTTSVA","OTTSVA","10.21233/4k7v-pp08","","Neotoma (last access: 1 April 2021)",26125,"Svartvatnet","Svartvatnet",63.35139,8.877778,183,"Europe","Lake","Raw",75,"AWI",11,-28,15773,213.5,15801,"Lake in coastal region. Physiography: Hilly zone. Surrounding vegetation: Forest. Vegetation formation: Southern-boreal (oceanic).","2001-08-18 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31991.8,"GIS","l, GE, L2,"
45345,"LegacyPollen_1.0","OTTTIA","OTTTIA","OTTTIA","10.21233/aext-h866","","Neotoma (last access: 1 April 2021)",26126,"Tiåvatnet","Tiavatnet",63.05972,9.416944,464,"Europe","Lake","Raw",89,"AWI",8,-57,12610,143.9,12667,"Lake. Physiography: Hilly area. Surrounding vegetation: Shrubs and bogs. Vegetation formation: Mid-boreal.","2001-08-16 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49642.98,"GIS","l, GE, L2,"
45347,"LegacyPollen_1.0","OTTRAT","OTTRAT","OTTRAT","10.21233/0zgh-6r09","","Neotoma (last access: 1 April 2021)",26127,"Råtåsj¢en","Ratasjoen",62.26667,9.833333,1169,"Europe","Lake","Raw",68,"AWI",9,67,11527,171,11460,"Lake. Physiography: Valley. Surrounding vegetation: Herb.","1999-01-01 00:00:00","Velle, G., Larsen, J., Eide, W., Peglar, S.M. and Birks, H.J.B., 2005. Holocene environmental history and climate of Ratasjoen, a low-alpine lake in south-central Norway. Journal of Paleolimnology, 33(2), pp.129-153.",NA,"Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85326.31,"GIS","l, GE, L2,"
45349,"LegacyPollen_1.0","OTTAFS","OTTAFS","OTTAFS","10.21233/e3mw-tc57","","Neotoma (last access: 1 April 2021)",26128,"Afstjønna","Afstjonna",61.64917,9.876667,991,"Europe","Lake","Raw",55,"AWI",8,-54,12977,241.3,13031,"Lake. Physiography: Mountain. Surrounding vegetation: Bogs and herbs. Vegetation formation: North-Boreal.","1999-08-20 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268671.8,"GIS","l, LW, L1,"
45351,"LegacyPollen_1.0","OTTMAS","OTTMAS","OTTMAS","10.21233/geb4-ch43","","Neotoma (last access: 1 April 2021)",26129,"Måsåtjørnet","Masatjornet",61.5625,10.26778,841,"Europe","Lake","Raw",55,"AWI",8,-54,13142,244.4,13196,"Lake. Physiography: Hilly area. Surrounding vegetation: Forest. Vegetation formation: Mid-boreal.","1999-08-19 00:00:00","Birks, H.H., H.J.B. Birks, A.E. Bjune, and V.A. Felde., 2012. XXXVI International Bog ('Moor') Excursion of the Institute of Plant Sciences, University of Bern, southern and south-eastern Norway, 8-13 September 2012, Excursion Guide. University of Bergen, Norway and Bjerknes Centre for Climate Research, Bergen, Norway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43155.86,"GIS","l, GE, L2,"
45377,"LegacyPollen_1.0","MUST","MUST","MUST","10.21233/3pzj-0y37","","Neotoma (last access: 1 April 2021)",26142,"Mustjärve bog","Mustjarve bog",59.075,24.1,39,"Europe","Peat","Raw",142,"AWI",8,-47,11215,79.9,11262,"Bog. Physiography: Depression. Surrounding vegetation: Bogs.","1992-01-01 00:00:00","Veski, S., 1998. Vegetation history, human impact and palaeogeography of West Estonia: Pollen analytical studies of lake and bog sediments. Doctoral dissertation, University of Uppsala, Uppsala, Sweden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2051032.74619325,"FIXED_100",NA
45379,"LegacyPollen_1.0","RUI","RUI","RUI","10.21233/8c8d-g988","","Neotoma (last access: 1 April 2021)",26143,"Lake Ruila","Lake Ruila",59.175,24.43111,43,"Europe","Lake","Raw",46,"AWI",11,-63,12561,280.5,12624,"Mixotrophic lake. Physiography: Low relief. Surrounding vegetation: Forest, cultivated fields.","2000-04-01 00:00:00","Poska, A. and Saarse, L., 2002. Biostratigraphy and 14 C dating of a lake sediment sequence on the north-west Estonian carbonaceous plateau, interpreted in terms of human impact in the surroundings. Vegetation History and Archaeobotany, 11(3), pp.191-200.","https://doi.org/10.1007/s003340200022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427901,"GIS","Chenhzi: site description. Lake shapes: l shape unclear"
45381,"LegacyPollen_1.0","MAASV","MAASV","MAASV","10.21233/45g4-ry85","","Neotoma (last access: 1 April 2021)",3265,"Lake Maardu","Lake Maardu",59.44,25,32,"Europe","Lake","Raw",94,"AWI",8,-33,10954,118.1,10987,"Lake near the phosphorite mines. Physiography: on the limestone plateau. Surrounding vegetation: alder, Birch, Meadows, Swamps.","1991-10-01 00:00:00","Poska, A., Saarse, L. and Veski, S., 2004. Reflections of pre-and early-agrarian human impact in the pollen diagrams of Estonia. Palaeogeography, Palaeoclimatology, Palaeoecology, 209(1-4), pp.37-50.","https://doi.org/10.1016/j.palaeo.2003.12.024","Veski, S., 1998. Vegetation history, human impact and palaeogeography of West Estonia: Pollen analytical studies of lake and bog sediments. Doctoral dissertation, University of Uppsala, Uppsala, Sweden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54e+09,"GIS","l, LW, L2, Shape has DatasetID 4241"
45383,"LegacyPollen_1.0","KAHA","KAHA","KAHA","10.21233/p0mn-7534","","Neotoma (last access: 1 April 2021)",26144,"Lake Kahala","Lake Kahala",59.48944,25.53861,33,"Europe","Lake","Raw",67,"AWI",13,90,14958,225.3,14868,"Eutrophic lake. Physiography: Limestone plateau. Surrounding vegetation: Pine sands,Eriophorum-Calluna-Sphagnum.","1994-01-01 00:00:00","Poska, A. and Saarse, L., 1999. Holocene vegetation and land-use history in the environs of Lake Kahala, northern Estonia. Vegetation History and Archaeobotany, 8(3), pp.185-197.","https://doi.org/10.1007/BF02342719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260585,"GIS","l, LW, L2,"
